V1,V2
-1.72906651357126,-0.282465620259871
-1.72508707395429,0.162317383221515
-1.72110763433733,0.631902412919335
-1.71712819472036,1.63059733523442
-1.7131487551034,1.01881402189571
-1.70916931548643,-0.490802640477918
-1.70518987586947,0.691427275838777
-1.7012104362525,0.12428760968965
-1.69723099663554,0.0416141889682023
-1.69325155701857,0.93779406958869
-1.68927211740161,1.38257707307008
-1.68529267778464,1.36934932575464
-1.68131323816768,-0.305614178061876
-1.67733379855071,-0.86283303372443
-1.67335435893375,0.469862508305299
-1.66937491931678,-0.136960399790124
-1.66539547969982,-0.105544499915974
-1.66141604008285,-0.897555870427438
-1.65743660046589,1.19904207906846
-1.65345716084892,1.44375540440395
-1.64947772123196,-0.547020566568502
-1.64549828161499,-0.525525477180926
-1.64151884199803,-0.606545429487944
-1.63753940238106,0.964249564219553
-1.6335599627641,-0.100584094672687
-1.62958052314713,0.392149492827139
-1.62560108353017,0.912992043372256
-1.6216216439132,0.210267967239955
-1.61764220429624,1.55123085134183
-1.61366276467927,-0.394901472441039
-1.60968332506231,-1.38036864744069
-1.60570388544534,1.10479437944601
-1.60172444582838,-1.10258595381663
-1.59774500621141,0.235069993456389
-1.59376556659445,1.54792391451297
-1.58978612697748,-1.10919982747434
-1.58580668736052,1.00723974299471
-1.58182724774355,1.16266577395103
-1.57784780812659,0.509545750251594
-1.57386836850962,0.173891662122518
-1.56988892889266,1.31313139966406
-1.56590948927569,-0.408129219756471
-1.56193004965873,1.06511113749972
-1.55795061004176,0.934487132759832
-1.5539711704248,0.397109898070425
-1.54999173080783,0.744338265100504
-1.54601229119087,1.16431924236546
-1.5420328515739,0.147436167491655
-1.53805341195694,-0.687565381794962
-1.53407397233998,-1.34233887390882
-1.53009453272301,-0.608198897902373
-1.52611509310605,0.650090565478054
-1.52213565348908,0.357426656124131
-1.51815621387212,-0.0956236894294001
-1.51417677425515,-1.5407550836403
-1.51019733463819,1.22715104211376
-1.50621789502122,-0.459386740603768
-1.50223845540426,0.919605917029972
-1.49825901578729,-1.07447699077134
-1.49427957617033,0.402070303313712
-1.49030013655336,-0.103891031501545
-1.4863206969364,0.466555571476441
-1.48234125731943,1.59752796694584
-1.47836181770247,1.33793342588049
-1.4743823780855,0.312783008934549
-1.47040293846854,-1.66807215155133
-1.46642349885157,-0.560248313883934
-1.46244405923461,1.57437940914383
-1.45846461961764,-1.55728976778459
-1.45448518000068,-1.05628883821262
-1.45050574038371,1.60248837218913
-1.44652630076675,0.726150112541785
-1.44254686114978,-1.27123973208838
-1.43856742153282,0.211921435654384
-1.43458798191585,0.478129850377444
-1.43060854229889,-1.60854728863188
-1.42662910268192,0.835279027894096
-1.42264966306496,0.946061411660835
-1.41867022344799,-1.20344752709679
-1.41469078383103,1.5611516618284
-1.41071134421406,0.00523788385076553
-1.4067319045971,1.15439843187888
-1.40275246498013,1.59918143536027
-1.39877302536317,-0.919050959815014
-1.3947935857462,0.43679314001672
-1.39081414612924,0.00358441543633658
-1.38683470651227,-0.499069982550063
-1.38285526689531,-0.0327918896811002
-1.37887582727834,-1.61020075704631
-1.37489638766138,-1.63996318850603
-1.37091694804441,-0.783466549831841
-1.36693750842745,0.223495714555386
-1.36295806881048,-1.69618111459662
-1.35897862919352,0.921259385444401
-1.35499918957655,-1.32911112659339
-1.35101974995959,-1.06290271187033
-1.34704031034262,0.822051280578664
-1.34306087072566,-1.47296287864871
-1.33908143110869,0.798902722776659
-1.33510199149173,0.689773807424349
-1.33112255187476,0.668278718036772
-1.3271431122578,0.699694617910922
-1.32316367264083,-0.838031007507996
-1.31918423302387,-0.537099756081928
-1.3152047934069,0.731110517785072
-1.31122535378994,0.243337335528534
-1.30724591417297,-1.35887355805311
-1.30326647455601,1.55949819341397
-1.29928703493904,1.30817099442077
-1.29530759532208,1.66697364035185
-1.29132815570512,0.205307561996668
-1.28734871608815,-0.0890098157716843
-1.28336927647119,0.145782699077226
-1.27938983685422,-0.427970840729618
-1.27541039723726,0.31112954052012
-1.27143095762029,-0.208059541610568
-1.26745151800333,0.347505845637557
-1.26347207838636,1.69177566656829
-1.2594926387694,-1.32745765817896
-1.25551319915243,0.583951828900896
-1.25153375953547,-0.475921424748057
-1.2475543199185,1.63886467730656
-1.24357488030154,-0.274198278187726
-1.23959544068457,-0.530485882424213
-1.23561600106761,-1.0612492434559
-1.23163656145064,1.54131004085526
-1.22765712183368,-1.64823053057818
-1.22367768221671,1.41895337818751
-1.21969824259975,0.615367728775046
-1.21571880298278,1.37761666782679
-1.21173936336582,1.05684379542757
-1.20775992374885,1.20234901589732
-1.20378048413189,-0.791733891903986
-1.19980104451492,1.03204176921114
-1.19582160489796,-0.962041138590167
-1.19184216528099,-0.368445977810176
-1.18786272566403,-0.353564762080315
-1.18388328604706,-0.0278314844378134
-1.1799038464301,-0.161762426006558
-1.17592440681313,-1.45146778926113
-1.17194496719617,0.567417144756607
-1.1679655275792,0.459941697818725
-1.16398608796224,-0.037752294924387
-1.16000664834527,-1.07778392760019
-1.15602720872831,0.570724081585465
-1.15204776911134,-0.927318301887159
-1.14806832949438,-1.28612094781824
-1.14408888987741,0.876615738254819
-1.14010945026045,0.236723461870818
-1.13613001064348,0.979130779949414
-1.13215057102652,-0.62804051887552
-1.12817113140955,-0.508990793036636
-1.12419169179259,-1.00833825419418
-1.12021225217562,1.29659671551977
-1.11623281255866,-0.1584554891777
-1.11225337294169,-0.917397491400586
-1.10827393332473,1.58099328280155
-1.10429449370776,0.160663914807086
-1.1003150540908,0.159010446392657
-1.09633561447383,0.350812782466415
-1.09235617485687,-1.53083427315372
-1.0883767352399,0.0862578361577838
-1.08439729562294,-0.583396871685939
-1.08041785600597,-1.12904144844749
-1.07643841638901,-1.03148681199618
-1.07245897677204,-0.178297110150847
-1.06847953715508,1.03369523762557
-1.06450009753811,-0.69087231862382
-1.06052065792115,-0.661109887164099
-1.05654121830419,0.149089635906084
-1.05256177868722,-0.467654082675913
-1.04858233907026,1.49501292525124
-1.04460289945329,-0.671030697650673
-1.04062345983633,0.393802961241567
-1.03664402021936,-0.0807424736995396
-1.0326645806024,0.167277788464802
-1.02868514098543,-0.401515346098755
-1.02470570136847,0.0383072521393444
-1.0207262617515,-1.36052702646754
-1.01674682213454,-1.32249725293568
-1.01276738251757,0.251604677600678
-1.00878794290061,0.537654713296886
-1.00480850328364,-1.42005188938698
-1.00082906366668,0.818744343749806
-0.996849624049711,-0.70740700276811
-0.992870184432747,-1.07943739601462
-0.988890744815782,1.03038830079671
-0.984911305198817,1.06841807432858
-0.980931865581852,-1.06620964869919
-0.976952425964887,-1.489497562793
-0.972972986347922,-0.973615417491169
-0.968993546730957,1.32801261539392
-0.965014107113992,-0.793387360318415
-0.961034667497027,-0.718981281669112
-0.957055227880062,0.623635070847191
-0.953075788263097,-1.11912063796092
-0.949096348646132,-1.51099265218058
-0.945116909029167,0.178852067365805
-0.941137469412203,-1.64327012533489
-0.937158029795238,-0.639614797776523
-0.933178590178273,-0.0724751316273949
-0.929199150561308,-1.54406202046916
-0.925219710944343,-0.33041620427831
-0.921240271327378,-0.477574893162486
-0.917260831710413,-1.15715041149278
-0.913281392093448,-0.193178325880708
-0.909301952476483,0.261525488087252
-0.905322512859518,-1.23651689538537
-0.901343073242553,-1.37706171061183
-0.897363633625588,-1.41178454731484
-0.893384194008624,1.66035976669414
-0.889404754391659,-0.00137598980695025
-0.885425314774694,-0.520565071937639
-0.881445875157729,-0.335376609521597
-0.877466435540764,-0.545367098154073
-0.873486995923799,0.73441745461393
-0.869507556306834,-0.654496013506383
-0.865528116689869,1.43879499916066
-0.861548677072904,-1.38202211585512
-0.857569237455939,0.40537724014257
-0.853589797838975,-0.403168814513184
-0.849610358222009,-0.571822592784936
-0.845630918605045,1.07668541640072
-0.84165147898808,0.787328443875656
-0.837672039371115,1.50493373573782
-0.83369259975415,1.58595368804484
-0.829713160137185,-1.6151611622896
-0.82573372052022,-1.23320995855651
-0.821754280903255,-1.49115103120743
-0.81777484128629,1.04361604811214
-0.813795401669325,1.00062586933699
-0.80981596205236,-1.62177503594732
-0.805836522435395,1.13455681090573
-0.801857082818431,-1.20179405868236
-0.797877643201466,-1.44154697877456
-0.793898203584501,-0.098930626258258
-0.789918763967536,1.65539936145085
-0.785939324350571,-0.580089934857081
-0.781959884733606,1.58264675121598
-0.777980445116641,1.03534870604
-0.774001005499676,-0.702446597524823
-0.770021565882711,0.456634760989867
-0.766042126265746,-1.54736895729801
-0.762062686648781,0.676546060108917
-0.758083247031816,0.198693688338952
-0.754103807414852,-0.194831794295137
-0.750124367797887,-0.938892580788162
-0.746144928180922,1.62563692999113
-0.742165488563957,0.598833044630757
-0.738186048946992,-0.669377229236244
-0.734206609330027,1.59422103011698
-0.730227169713062,-0.0658612579696791
-0.726247730096097,-0.323802330620594
-0.722268290479132,1.34289383112378
-0.718288850862167,0.724496644127356
-0.714309411245202,1.29494324710534
-0.710329971628237,-1.04306109089719
-0.706350532011273,0.658357907550199
-0.702371092394308,1.40903256770094
-0.698391652777343,1.59091409328812
-0.694412213160378,0.57733795524318
-0.690432773543413,0.813783938506519
-0.686453333926448,-1.16541775356493
-0.682473894309483,-0.0923167526005422
-0.678494454692518,-1.45477472608999
-0.674515015075553,-1.67964643045233
-0.670535575458588,0.752605607172648
-0.666556135841623,1.09487356895944
-0.662576696224658,1.55453778817069
-0.658597256607694,0.0895647729866417
-0.654617816990729,1.34785423636707
-0.650638377373764,1.03865564286886
-0.646658937756799,1.37927013624122
-0.642679498139834,0.67158565486563
-0.638700058522869,-1.28281401098938
-0.634720618905904,0.266485893330539
-0.630741179288939,-0.857872628481144
-0.626761739671974,-0.991803570049888
-0.622782300055009,-1.46800247340542
-0.618802860438044,0.779061101803512
-0.61482342082108,1.11802212676145
-0.610843981204115,-0.120425715645834
-0.60686454158715,1.3098244628352
-0.602885101970185,-0.978575822734456
-0.59890566235322,0.20200062516781
-0.594926222736255,0.858427585696101
-0.59094678311929,1.40241869404322
-0.586967343502325,-1.67303255679461
-0.58298790388536,-1.44816085243228
-0.579008464268395,-0.371752914639034
-0.57502902465143,-0.0559404474831054
-0.571049585034465,-1.00999172260861
-0.5670701454175,-1.27289320050281
-0.563090705800536,1.60414184060355
-0.559111266183571,0.86008105411053
-0.555131826566606,1.60910224584684
-0.551152386949641,-1.27950707416052
-0.547172947332676,-1.45973513133328
-0.543193507715711,-0.0642077895552501
-0.539214068098746,-0.975268885905598
-0.535234628481781,-0.232861567827002
-0.531255188864816,-1.58043832558659
-0.527275749247851,1.0981805057883
-0.523296309630886,1.61736958791899
-0.519316870013921,-0.0873563473572554
-0.515337430396957,-0.234515036241431
-0.511357990779992,0.000277478607478693
-0.507378551163027,0.140822293833939
-0.503399111546062,0.00689135226519447
-0.499419671929097,-0.53379281925307
-0.495440232312132,0.909685106543398
-0.491460792695167,-0.709060471182538
-0.487481353078202,0.838585964722953
-0.483501913461237,-1.35391315280983
-0.479522473844272,-0.492456108892347
-0.475543034227307,-0.0443661685821028
-0.471563594610343,-1.34564581073768
-0.467584154993378,1.5727259407294
-0.463604715376413,0.595526107801899
-0.459625275759448,0.395456429655996
-0.455645836142483,-0.130346526132408
-0.451666396525518,-0.573476061199365
-0.447686956908553,-0.279158683431013
-0.443707517291588,0.0829508993289259
-0.439728077674623,-0.00633639505023708
-0.435748638057658,-0.160108957592129
-0.431769198440693,0.955982222147409
-0.427789758823728,1.6008349037747
-0.423810319206764,1.49997333049453
-0.419830879589799,0.62528853926162
-0.415851439972834,1.07007154274301
-0.411872000355869,-1.22163567965551
-0.407892560738904,1.26022041040233
-0.403913121121939,-0.504030387793349
-0.399933681504974,-1.47130941023428
-0.395954241888009,0.117673736031934
-0.391974802271044,0.177198598951376
-0.387995362654079,0.120980672860792
-0.384015923037114,0.137515357005081
-0.380036483420149,-1.61350769387517
-0.376057043803185,-1.61846809911846
-0.37207760418622,0.440100076845578
-0.368098164569255,0.114366799203076
-0.36411872495229,-0.578436466442652
-0.360139285335325,0.299555261619118
-0.35615984571836,1.56280513024283
-0.352180406101395,0.182159004194663
-0.34820096648443,-1.06786311711362
-0.344221526867465,0.291287919546973
-0.3402420872505,-0.442852056459478
-0.336262647633535,1.45698315171938
-0.33228320801657,-1.01495212785189
-0.328303768399606,0.24829774077182
-0.324324328782641,0.863387990939388
-0.320344889165676,1.2982501839342
-0.316365449548711,0.741031328271646
-0.312386009931746,-1.43162616828799
-0.308406570314781,-0.768585334101981
-0.304427130697816,-1.57382445192888
-0.300447691080851,-1.08605126967234
-0.296468251463886,-1.27454666891724
-0.292488811846921,1.48509211476467
-0.288509372229956,0.0135052259229102
-0.284529932612992,-1.12077410637535
-0.280550492996027,0.506238813422736
-0.276571053379062,-0.823149791778136
-0.272591613762097,0.42191192428686
-0.268612174145132,0.856774117281672
-0.264632734528167,0.929526727516545
-0.260653294911202,-0.976922354320027
-0.256673855294237,-0.0311384212666713
-0.252694415677272,-0.765278397273123
-0.248714976060307,-1.00007091212203
-0.244735536443342,1.00889321140913
-0.240756096826377,1.07503194798629
-0.236776657209413,0.841892901551811
-0.232797217592448,0.020119099580626
-0.228817777975483,1.5098941409811
-0.224838338358518,0.284674045889257
-0.220858898741553,-0.0427127001676739
-0.216879459124588,-0.963694607004596
-0.212900019507623,-1.41013107890041
-0.208920579890658,0.721189707298498
-0.204941140273693,-1.51595305742386
-0.200961700656728,0.0846043677433548
-0.196982261039763,-0.131999994546837
-0.193002821422798,-1.18360590612365
-0.189023381805834,-0.692525787038249
-0.185043942188869,1.12463600041916
-0.181064502571904,-0.912437086157299
-0.177085062954939,-0.366792509395747
-0.173105623337974,-1.58374526241545
-0.169126183721009,1.51816148305325
-0.165146744104044,-0.755357586786549
-0.161167304487079,-0.256010125629008
-0.157187864870114,-0.998417443707604
-0.153208425253149,-0.752050649957691
-0.149228985636184,0.722843175712927
-0.145249546019219,1.64713201937871
-0.141270106402255,0.770793759731367
-0.13729066678529,-0.796694297147273
-0.133311227168325,-1.25635851635852
-0.12933178755136,1.36604238892579
-0.125352347934395,1.02708136396785
-0.12137290831743,-0.287426025503158
-0.117393468700465,-0.609852366316802
-0.1134140290835,1.2469926630869
-0.109434589466535,0.316089945763407
-0.10545514984957,-1.66476521472247
-0.101475710232605,-0.308921114890734
-0.0974962706156404,-0.251049720385721
-0.0935168309986755,1.1213290635903
-0.0895373913817106,-1.60193341497417
-0.0855579517647457,1.3610819836825
-0.0815785121477808,-0.78512001824627
-0.0775990725308159,1.28006203137548
-0.0736196329138509,-0.758664523615407
-0.069640193296886,-1.02983334358175
-0.0656607536799211,0.274753235402684
-0.0616813140629562,-0.770238802516409
-0.0577018744459913,-1.52091346266715
-0.0537224348290264,-0.828110197021422
-0.0497429952120614,-1.43327963670242
-0.0457635555950965,0.559149802684462
-0.0417841159781316,0.590565702558612
-0.0378046763611667,0.0763370256712101
-0.0338252367442018,0.747645201929362
-0.0298457971272369,-1.07613045918576
-0.025866357510272,-1.15549694307835
-0.021886917893307,-1.14226919576292
-0.0179074782763421,-0.980229291148885
-0.0139280386593772,0.512852687080451
-0.00994859904241229,0.645130160234767
-0.00596915942544737,1.21061635796947
-0.00198971980848246,-0.125386120889121
0.00198971980848246,-0.945506454445878
0.00596915942544737,-0.333723141107168
0.00994859904241229,1.52477535671097
0.0139280386593772,-1.62508197277617
0.0179074782763421,-0.505683856207778
0.021886917893307,0.339238503565412
0.025866357510272,1.12298253200473
0.0298457971272369,-1.1009324854022
0.0338252367442018,1.07999235322958
0.0378046763611667,1.25526000515905
0.0417841159781316,0.674892591694488
0.0457635555950965,1.05519032701315
0.0497429952120614,1.27840856296105
0.0537224348290264,-1.57217098351445
0.0577018744459913,0.962596095805124
0.0616813140629562,1.61902305633342
0.0656607536799211,0.736070923028359
0.069640193296886,1.26848775247448
0.0736196329138509,1.47847824110696
0.0775990725308159,-0.604891961073515
0.0815785121477808,1.17424005285203
0.0855579517647457,1.06345766908529
0.0895373913817106,-1.50437877852286
0.0935168309986755,0.679852996937775
0.0974962706156404,0.669932186451201
0.101475710232605,-0.725595155326828
0.10545514984957,1.04030911128328
0.109434589466535,-1.4150914841437
0.1134140290835,1.16762617919431
0.117393468700465,1.21888370004161
0.12137290831743,-1.66311174630804
0.125352347934395,0.870001864597103
0.12933178755136,-1.54240855205473
0.133311227168325,0.0118517575084813
0.13729066678529,-1.2894278846471
0.141270106402255,1.49005252000796
0.145249546019219,1.38588400989893
0.149228985636184,-1.53579467839701
0.153208425253149,-1.38532905268398
0.157187864870114,0.119327204446363
0.161167304487079,-1.60027994655974
0.165146744104044,-0.26758440453001
0.169126183721009,-0.680951508137246
0.173105623337974,0.626942007676049
0.177085062954939,1.63225080364885
0.181064502571904,1.52808229353982
0.185043942188869,-0.222940757340429
0.189023381805834,1.49170598842239
0.193002821422798,-1.30430910037696
0.196982261039763,-1.42997269987356
0.200961700656728,-1.70114151983991
0.204941140273693,1.39911175721437
0.208920579890658,-1.67633949362347
0.212900019507623,-1.59697300973088
0.216879459124588,-0.451119398531623
0.220858898741553,-1.04802149614047
0.224838338358518,0.474822913548586
0.228817777975483,1.02542789555342
0.232797217592448,0.825358217407522
0.236776657209413,1.40572563087208
0.240756096826377,-0.295693367575302
